zone1,zone2,year,unit,value
bus305,bus304,2023,dollar/MWh,0.01
bus306,bus307,2023,dollar/MWh,0.01
bus307,bus306,2023,dollar/MWh,0.01
bus306,bus311,2023,dollar/MWh,0.01
bus311,bus306,2023,dollar/MWh,0.01
bus307,bus305,2023,dollar/MWh,0.01
bus305,bus307,2023,dollar/MWh,0.01
bus308,bus307,2023,dollar/MWh,0.01
bus307,bus308,2023,dollar/MWh,0.01
bus309,bus310,2023,dollar/MWh,0.01
bus310,bus309,2023,dollar/MWh,0.01
bus31,bus32,2023,dollar/MWh,0.01
bus32,bus31,2023,dollar/MWh,0.01
bus310,bus308,2023,dollar/MWh,0.01
bus308,bus310,2023,dollar/MWh,0.01
bus310,bus336,2023,dollar/MWh,0.01
bus336,bus310,2023,dollar/MWh,0.01
bus311,bus312,2023,dollar/MWh,0.01
bus312,bus311,2023,dollar/MWh,0.01
bus312,bus313,2023,dollar/MWh,0.01
bus313,bus312,2023,dollar/MWh,0.01
bus313,bus321,2023,dollar/MWh,0.01
bus321,bus313,2023,dollar/MWh,0.01
bus315,bus316,2023,dollar/MWh,0.01
bus316,bus315,2023,dollar/MWh,0.01
bus315,bus73,2023,dollar/MWh,0.01
bus73,bus315,2023,dollar/MWh,0.01
bus315,bus76,2023,dollar/MWh,0.01
bus76,bus315,2023,dollar/MWh,0.01
bus316,bus317,2023,dollar/MWh,0.01
bus317,bus316,2023,dollar/MWh,0.01
bus316,bus318,2023,dollar/MWh,0.01
bus318,bus316,2023,dollar/MWh,0.01
bus317,bus333,2023,dollar/MWh,0.01
bus333,bus317,2023,dollar/MWh,0.01
bus318,bus319,2023,dollar/MWh,0.01
bus319,bus318,2023,dollar/MWh,0.01
bus318,bus335,2023,dollar/MWh,0.01
bus335,bus318,2023,dollar/MWh,0.01
bus319,bus320,2023,dollar/MWh,0.01
bus320,bus319,2023,dollar/MWh,0.01
bus321,bus314,2023,dollar/MWh,0.01
bus314,bus321,2023,dollar/MWh,0.01
bus321,bus323,2023,dollar/MWh,0.01
bus323,bus321,2023,dollar/MWh,0.01
bus321,bus325,2023,dollar/MWh,0.01
bus325,bus321,2023,dollar/MWh,0.01
bus323,bus324,2023,dollar/MWh,0.01
bus324,bus323,2023,dollar/MWh,0.01
bus324,bus326,2023,dollar/MWh,0.01
bus326,bus324,2023,dollar/MWh,0.01
bus325,bus340,2023,dollar/MWh,0.01
bus340,bus325,2023,dollar/MWh,0.01
bus326,bus327,2023,dollar/MWh,0.01
bus327,bus326,2023,dollar/MWh,0.01
bus327,bus328,2023,dollar/MWh,0.01
bus328,bus327,2023,dollar/MWh,0.01
bus328,bus325,2023,dollar/MWh,0.01
bus325,bus328,2023,dollar/MWh,0.01
bus328,bus329,2023,dollar/MWh,0.01
bus329,bus328,2023,dollar/MWh,0.01
bus328,bus330,2023,dollar/MWh,0.01
bus330,bus328,2023,dollar/MWh,0.01
bus328,bus336,2023,dollar/MWh,0.01
bus336,bus328,2023,dollar/MWh,0.01
bus328,bus338,2023,dollar/MWh,0.01
bus338,bus328,2023,dollar/MWh,0.01
bus329,bus322,2023,dollar/MWh,0.01
bus322,bus329,2023,dollar/MWh,0.01
bus329,bus338,2023,dollar/MWh,0.01
bus338,bus329,2023,dollar/MWh,0.01
bus329,bus363,2023,dollar/MWh,0.01
bus363,bus329,2023,dollar/MWh,0.01
bus33,bus37,2023,dollar/MWh,0.01
bus37,bus33,2023,dollar/MWh,0.01
bus33,bus44,2023,dollar/MWh,0.01
bus44,bus33,2023,dollar/MWh,0.01
bus330,bus332,2023,dollar/MWh,0.01
bus332,bus330,2023,dollar/MWh,0.01
bus331,bus320,2023,dollar/MWh,0.01
bus320,bus331,2023,dollar/MWh,0.01
bus331,bus322,2023,dollar/MWh,0.01
bus322,bus331,2023,dollar/MWh,0.01
bus332,bus333,2023,dollar/MWh,0.01
bus333,bus332,2023,dollar/MWh,0.01
bus332,bus334,2023,dollar/MWh,0.01
bus334,bus332,2023,dollar/MWh,0.01
bus336,bus337,2023,dollar/MWh,0.01
bus337,bus336,2023,dollar/MWh,0.01
bus337,bus248,2023,dollar/MWh,0.01
bus248,bus337,2023,dollar/MWh,0.01
bus337,bus363,2023,dollar/MWh,0.01
bus363,bus337,2023,dollar/MWh,0.01
bus338,bus339,2023,dollar/MWh,0.01
bus339,bus338,2023,dollar/MWh,0.01
bus338,bus340,2023,dollar/MWh,0.01
bus340,bus338,2023,dollar/MWh,0.01
bus339,bus353,2023,dollar/MWh,0.01
bus353,bus339,2023,dollar/MWh,0.01
bus34,bus31,2023,dollar/MWh,0.01
bus31,bus34,2023,dollar/MWh,0.01
bus34,bus35,2023,dollar/MWh,0.01
bus35,bus34,2023,dollar/MWh,0.01
bus34,bus54,2023,dollar/MWh,0.01
bus54,bus34,2023,dollar/MWh,0.01
bus340,bus310,2023,dollar/MWh,0.01
bus310,bus340,2023,dollar/MWh,0.01
bus342,bus248,2023,dollar/MWh,0.01
bus248,bus342,2023,dollar/MWh,0.01
bus343,bus342,2023,dollar/MWh,0.01
bus342,bus343,2023,dollar/MWh,0.01
bus344,bus341,2023,dollar/MWh,0.01
bus341,bus344,2023,dollar/MWh,0.01
bus346,bus243,2023,dollar/MWh,0.01
bus243,bus346,2023,dollar/MWh,0.01
bus347,bus349,2023,dollar/MWh,0.01
bus349,bus347,2023,dollar/MWh,0.01
bus347,bus350,2023,dollar/MWh,0.01
bus350,bus347,2023,dollar/MWh,0.01
bus347,bus354,2023,dollar/MWh,0.01
bus354,bus347,2023,dollar/MWh,0.01
bus348,bus342,2023,dollar/MWh,0.01
bus342,bus348,2023,dollar/MWh,0.01
bus348,bus347,2023,dollar/MWh,0.01
bus347,bus348,2023,dollar/MWh,0.01
bus350,bus351,2023,dollar/MWh,0.01
bus351,bus350,2023,dollar/MWh,0.01
bus351,bus346,2023,dollar/MWh,0.01
bus346,bus351,2023,dollar/MWh,0.01
bus352,bus243,2023,dollar/MWh,0.01
bus243,bus352,2023,dollar/MWh,0.01
bus352,bus348,2023,dollar/MWh,0.01
bus348,bus352,2023,dollar/MWh,0.01
bus353,bus360,2023,dollar/MWh,0.01
bus360,bus353,2023,dollar/MWh,0.01
bus354,bus355,2023,dollar/MWh,0.01
bus355,bus354,2023,dollar/MWh,0.01
bus355,bus347,2023,dollar/MWh,0.01
bus347,bus355,2023,dollar/MWh,0.01
bus356,bus354,2023,dollar/MWh,0.01
bus354,bus356,2023,dollar/MWh,0.01
bus357,bus356,2023,dollar/MWh,0.01
bus356,bus357,2023,dollar/MWh,0.01
bus358,bus357,2023,dollar/MWh,0.01
bus357,bus358,2023,dollar/MWh,0.01
bus358,bus365,2023,dollar/MWh,0.01
bus365,bus358,2023,dollar/MWh,0.01
bus359,bus354,2023,dollar/MWh,0.01
bus354,bus359,2023,dollar/MWh,0.01
bus359,bus358,2023,dollar/MWh,0.01
bus358,bus359,2023,dollar/MWh,0.01
bus359,bus399,2023,dollar/MWh,0.01
bus399,bus359,2023,dollar/MWh,0.01
bus36,bus35,2023,dollar/MWh,0.01
bus35,bus36,2023,dollar/MWh,0.01
bus360,bus364,2023,dollar/MWh,0.01
bus364,bus360,2023,dollar/MWh,0.01
bus361,bus360,2023,dollar/MWh,0.01
bus360,bus361,2023,dollar/MWh,0.01
bus361,bus362,2023,dollar/MWh,0.01
bus362,bus361,2023,dollar/MWh,0.01
bus363,bus361,2023,dollar/MWh,0.01
bus361,bus363,2023,dollar/MWh,0.01
bus363,bus364,2023,dollar/MWh,0.01
bus364,bus363,2023,dollar/MWh,0.01
bus366,bus367,2023,dollar/MWh,0.01
bus367,bus366,2023,dollar/MWh,0.01
bus367,bus364,2023,dollar/MWh,0.01
bus364,bus367,2023,dollar/MWh,0.01
bus368,bus369,2023,dollar/MWh,0.01
bus369,bus368,2023,dollar/MWh,0.01
bus368,bus372,2023,dollar/MWh,0.01
bus372,bus368,2023,dollar/MWh,0.01
bus368,bus460,2023,dollar/MWh,0.01
bus460,bus368,2023,dollar/MWh,0.01
bus369,bus371,2023,dollar/MWh,0.01
bus371,bus369,2023,dollar/MWh,0.01
bus37,bus34,2023,dollar/MWh,0.01
bus34,bus37,2023,dollar/MWh,0.01
bus37,bus38,2023,dollar/MWh,0.01
bus38,bus37,2023,dollar/MWh,0.01
bus370,bus372,2023,dollar/MWh,0.01
bus372,bus370,2023,dollar/MWh,0.01
bus372,bus397,2023,dollar/MWh,0.01
bus397,bus372,2023,dollar/MWh,0.01
bus372,bus399,2023,dollar/MWh,0.01
bus399,bus372,2023,dollar/MWh,0.01
bus373,bus380,2023,dollar/MWh,0.01
bus380,bus373,2023,dollar/MWh,0.01
bus374,bus373,2023,dollar/MWh,0.01
bus373,bus374,2023,dollar/MWh,0.01
bus374,bus378,2023,dollar/MWh,0.01
bus378,bus374,2023,dollar/MWh,0.01
bus375,bus371,2023,dollar/MWh,0.01
bus371,bus375,2023,dollar/MWh,0.01
bus375,bus456,2023,dollar/MWh,0.01
bus456,bus375,2023,dollar/MWh,0.01
bus376,bus375,2023,dollar/MWh,0.01
bus375,bus376,2023,dollar/MWh,0.01
bus376,bus377,2023,dollar/MWh,0.01
bus377,bus376,2023,dollar/MWh,0.01
bus376,bus455,2023,dollar/MWh,0.01
bus455,bus376,2023,dollar/MWh,0.01
bus377,bus374,2023,dollar/MWh,0.01
bus374,bus377,2023,dollar/MWh,0.01
bus378,bus368,2023,dollar/MWh,0.01
bus368,bus378,2023,dollar/MWh,0.01
bus378,bus377,2023,dollar/MWh,0.01
bus377,bus378,2023,dollar/MWh,0.01
bus378,bus402,2023,dollar/MWh,0.01
bus402,bus378,2023,dollar/MWh,0.01
bus378,bus452,2023,dollar/MWh,0.01
bus452,bus378,2023,dollar/MWh,0.01
bus379,bus377,2023,dollar/MWh,0.01
bus377,bus379,2023,dollar/MWh,0.01
bus379,bus454,2023,dollar/MWh,0.01
bus454,bus379,2023,dollar/MWh,0.01
bus38,bus34,2023,dollar/MWh,0.01
bus34,bus38,2023,dollar/MWh,0.01
bus381,bus382,2023,dollar/MWh,0.01
bus382,bus381,2023,dollar/MWh,0.01
bus381,bus383,2023,dollar/MWh,0.01
bus383,bus381,2023,dollar/MWh,0.01
bus381,bus384,2023,dollar/MWh,0.01
bus384,bus381,2023,dollar/MWh,0.01
bus381,bus386,2023,dollar/MWh,0.01
bus386,bus381,2023,dollar/MWh,0.01
bus381,bus390,2023,dollar/MWh,0.01
bus390,bus381,2023,dollar/MWh,0.01
bus382,bus384,2023,dollar/MWh,0.01
bus384,bus382,2023,dollar/MWh,0.01
bus383,bus373,2023,dollar/MWh,0.01
bus373,bus383,2023,dollar/MWh,0.01
bus383,bus379,2023,dollar/MWh,0.01
bus379,bus383,2023,dollar/MWh,0.01
bus384,bus385,2023,dollar/MWh,0.01
bus385,bus384,2023,dollar/MWh,0.01
bus384,bus418,2023,dollar/MWh,0.01
bus418,bus384,2023,dollar/MWh,0.01
bus385,bus386,2023,dollar/MWh,0.01
bus386,bus385,2023,dollar/MWh,0.01
bus385,bus404,2023,dollar/MWh,0.01
bus404,bus385,2023,dollar/MWh,0.01
bus386,bus374,2023,dollar/MWh,0.01
bus374,bus386,2023,dollar/MWh,0.01
bus387,bus381,2023,dollar/MWh,0.01
bus381,bus387,2023,dollar/MWh,0.01
bus387,bus388,2023,dollar/MWh,0.01
bus388,bus387,2023,dollar/MWh,0.01
bus388,bus386,2023,dollar/MWh,0.01
bus386,bus388,2023,dollar/MWh,0.01
bus389,bus390,2023,dollar/MWh,0.01
bus390,bus389,2023,dollar/MWh,0.01
bus39,bus29,2023,dollar/MWh,0.01
bus29,bus39,2023,dollar/MWh,0.01
bus39,bus32,2023,dollar/MWh,0.01
bus32,bus39,2023,dollar/MWh,0.01
bus39,bus38,2023,dollar/MWh,0.01
bus38,bus39,2023,dollar/MWh,0.01
bus390,bus391,2023,dollar/MWh,0.01
bus391,bus390,2023,dollar/MWh,0.01
bus391,bus392,2023,dollar/MWh,0.01
bus392,bus391,2023,dollar/MWh,0.01
bus391,bus394,2023,dollar/MWh,0.01
bus394,bus391,2023,dollar/MWh,0.01
bus392,bus390,2023,dollar/MWh,0.01
bus390,bus392,2023,dollar/MWh,0.01
bus392,bus397,2023,dollar/MWh,0.01
bus397,bus392,2023,dollar/MWh,0.01
bus394,bus211,2023,dollar/MWh,0.01
bus211,bus394,2023,dollar/MWh,0.01
bus394,bus386,2023,dollar/MWh,0.01
bus386,bus394,2023,dollar/MWh,0.01
bus394,bus393,2023,dollar/MWh,0.01
bus393,bus394,2023,dollar/MWh,0.01
bus394,bus402,2023,dollar/MWh,0.01
bus402,bus394,2023,dollar/MWh,0.01
bus395,bus396,2023,dollar/MWh,0.01
bus396,bus395,2023,dollar/MWh,0.01
bus396,bus392,2023,dollar/MWh,0.01
bus392,bus396,2023,dollar/MWh,0.01
bus396,bus397,2023,dollar/MWh,0.01
bus397,bus396,2023,dollar/MWh,0.01
bus397,bus398,2023,dollar/MWh,0.01
bus398,bus397,2023,dollar/MWh,0.01
bus399,bus394,2023,dollar/MWh,0.01
bus394,bus399,2023,dollar/MWh,0.01
bus399,bus396,2023,dollar/MWh,0.01
bus396,bus399,2023,dollar/MWh,0.01
bus399,bus400,2023,dollar/MWh,0.01
bus400,bus399,2023,dollar/MWh,0.01
bus4,bus8,2023,dollar/MWh,0.01
bus8,bus4,2023,dollar/MWh,0.01
bus4,bus96,2023,dollar/MWh,0.01
bus96,bus4,2023,dollar/MWh,0.01
bus40,bus34,2023,dollar/MWh,0.01
bus34,bus40,2023,dollar/MWh,0.01
bus400,bus358,2023,dollar/MWh,0.01
bus358,bus400,2023,dollar/MWh,0.01
bus400,bus398,2023,dollar/MWh,0.01
bus398,bus400,2023,dollar/MWh,0.01
bus401,bus212,2023,dollar/MWh,0.01
bus212,bus401,2023,dollar/MWh,0.01
bus401,bus393,2023,dollar/MWh,0.01
bus393,bus401,2023,dollar/MWh,0.01
bus402,bus229,2023,dollar/MWh,0.01
bus229,bus402,2023,dollar/MWh,0.01
bus402,bus387,2023,dollar/MWh,0.01
bus387,bus402,2023,dollar/MWh,0.01
bus403,bus387,2023,dollar/MWh,0.01
bus387,bus403,2023,dollar/MWh,0.01
bus405,bus420,2023,dollar/MWh,0.01
bus420,bus405,2023,dollar/MWh,0.01
bus406,bus209,2023,dollar/MWh,0.01
bus209,bus406,2023,dollar/MWh,0.01
bus406,bus405,2023,dollar/MWh,0.01
bus405,bus406,2023,dollar/MWh,0.01
bus407,bus409,2023,dollar/MWh,0.01
bus409,bus407,2023,dollar/MWh,0.01
bus407,bus420,2023,dollar/MWh,0.01
bus420,bus407,2023,dollar/MWh,0.01
bus408,bus407,2023,dollar/MWh,0.01
bus407,bus408,2023,dollar/MWh,0.01
bus41,bus40,2023,dollar/MWh,0.01
bus40,bus41,2023,dollar/MWh,0.01
bus411,bus410,2023,dollar/MWh,0.01
bus410,bus411,2023,dollar/MWh,0.01
bus412,bus411,2023,dollar/MWh,0.01
bus411,bus412,2023,dollar/MWh,0.01
bus413,bus424,2023,dollar/MWh,0.01
bus424,bus413,2023,dollar/MWh,0.01
bus415,bus414,2023,dollar/MWh,0.01
bus414,bus415,2023,dollar/MWh,0.01
bus417,bus415,2023,dollar/MWh,0.01
bus415,bus417,2023,dollar/MWh,0.01
bus417,bus416,2023,dollar/MWh,0.01
bus416,bus417,2023,dollar/MWh,0.01
bus417,bus425,2023,dollar/MWh,0.01
bus425,bus417,2023,dollar/MWh,0.01
bus418,bus406,2023,dollar/MWh,0.01
bus406,bus418,2023,dollar/MWh,0.01
bus418,bus423,2023,dollar/MWh,0.01
bus423,bus418,2023,dollar/MWh,0.01
bus418,bus424,2023,dollar/MWh,0.01
bus424,bus418,2023,dollar/MWh,0.01
bus419,bus407,2023,dollar/MWh,0.01
bus407,bus419,2023,dollar/MWh,0.01
bus419,bus418,2023,dollar/MWh,0.01
bus418,bus419,2023,dollar/MWh,0.01
bus419,bus420,2023,dollar/MWh,0.01
bus420,bus419,2023,dollar/MWh,0.01
bus42,bus43,2023,dollar/MWh,0.01
bus43,bus42,2023,dollar/MWh,0.01
bus421,bus420,2023,dollar/MWh,0.01
bus420,bus421,2023,dollar/MWh,0.01
bus421,bus422,2023,dollar/MWh,0.01
bus422,bus421,2023,dollar/MWh,0.01
bus422,bus384,2023,dollar/MWh,0.01
bus384,bus422,2023,dollar/MWh,0.01
bus423,bus417,2023,dollar/MWh,0.01
bus417,bus423,2023,dollar/MWh,0.01
bus423,bus424,2023,dollar/MWh,0.01
bus424,bus423,2023,dollar/MWh,0.01
bus424,bus387,2023,dollar/MWh,0.01
bus387,bus424,2023,dollar/MWh,0.01
bus424,bus416,2023,dollar/MWh,0.01
bus416,bus424,2023,dollar/MWh,0.01
bus425,bus412,2023,dollar/MWh,0.01
bus412,bus425,2023,dollar/MWh,0.01
bus425,bus416,2023,dollar/MWh,0.01
bus416,bus425,2023,dollar/MWh,0.01
bus426,bus425,2023,dollar/MWh,0.01
bus425,bus426,2023,dollar/MWh,0.01
bus426,bus427,2023,dollar/MWh,0.01
bus427,bus426,2023,dollar/MWh,0.01
bus426,bus430,2023,dollar/MWh,0.01
bus430,bus426,2023,dollar/MWh,0.01
bus426,bus434,2023,dollar/MWh,0.01
bus434,bus426,2023,dollar/MWh,0.01
bus427,bus425,2023,dollar/MWh,0.01
bus425,bus427,2023,dollar/MWh,0.01
bus427,bus428,2023,dollar/MWh,0.01
bus428,bus427,2023,dollar/MWh,0.01
bus428,bus436,2023,dollar/MWh,0.01
bus436,bus428,2023,dollar/MWh,0.01
bus429,bus428,2023,dollar/MWh,0.01
bus428,bus429,2023,dollar/MWh,0.01
bus43,bus34,2023,dollar/MWh,0.01
bus34,bus43,2023,dollar/MWh,0.01
bus431,bus430,2023,dollar/MWh,0.01
bus430,bus431,2023,dollar/MWh,0.01
bus432,bus435,2023,dollar/MWh,0.01
bus435,bus432,2023,dollar/MWh,0.01
bus433,bus430,2023,dollar/MWh,0.01
bus430,bus433,2023,dollar/MWh,0.01
bus433,bus432,2023,dollar/MWh,0.01
bus432,bus433,2023,dollar/MWh,0.01
bus434,bus433,2023,dollar/MWh,0.01
bus433,bus434,2023,dollar/MWh,0.01
bus436,bus434,2023,dollar/MWh,0.01
bus434,bus436,2023,dollar/MWh,0.01
bus438,bus437,2023,dollar/MWh,0.01
bus437,bus438,2023,dollar/MWh,0.01
bus438,bus439,2023,dollar/MWh,0.01
bus439,bus438,2023,dollar/MWh,0.01
bus440,bus445,2023,dollar/MWh,0.01
bus445,bus440,2023,dollar/MWh,0.01
bus442,bus441,2023,dollar/MWh,0.01
bus441,bus442,2023,dollar/MWh,0.01
bus443,bus442,2023,dollar/MWh,0.01
bus442,bus443,2023,dollar/MWh,0.01
bus444,bus439,2023,dollar/MWh,0.01
bus439,bus444,2023,dollar/MWh,0.01
bus444,bus448,2023,dollar/MWh,0.01
bus448,bus444,2023,dollar/MWh,0.01
bus445,bus443,2023,dollar/MWh,0.01
bus443,bus445,2023,dollar/MWh,0.01
bus445,bus444,2023,dollar/MWh,0.01
bus444,bus445,2023,dollar/MWh,0.01
bus445,bus446,2023,dollar/MWh,0.01
bus446,bus445,2023,dollar/MWh,0.01
bus446,bus457,2023,dollar/MWh,0.01
bus457,bus446,2023,dollar/MWh,0.01
bus446,bus459,2023,dollar/MWh,0.01
bus459,bus446,2023,dollar/MWh,0.01
bus447,bus378,2023,dollar/MWh,0.01
bus378,bus447,2023,dollar/MWh,0.01
bus447,bus441,2023,dollar/MWh,0.01
bus441,bus447,2023,dollar/MWh,0.01
bus447,bus446,2023,dollar/MWh,0.01
bus446,bus447,2023,dollar/MWh,0.01
bus447,bus448,2023,dollar/MWh,0.01
bus448,bus447,2023,dollar/MWh,0.01
bus448,bus456,2023,dollar/MWh,0.01
bus456,bus448,2023,dollar/MWh,0.01
bus449,bus458,2023,dollar/MWh,0.01
bus458,bus449,2023,dollar/MWh,0.01
bus45,bus44,2023,dollar/MWh,0.01
bus44,bus45,2023,dollar/MWh,0.01
bus450,bus436,2023,dollar/MWh,0.01
bus436,bus450,2023,dollar/MWh,0.01
bus450,bus451,2023,dollar/MWh,0.01
bus451,bus450,2023,dollar/MWh,0.01
bus451,bus449,2023,dollar/MWh,0.01
bus449,bus451,2023,dollar/MWh,0.01
bus451,bus453,2023,dollar/MWh,0.01
bus453,bus451,2023,dollar/MWh,0.01
bus454,bus429,2023,dollar/MWh,0.01
bus429,bus454,2023,dollar/MWh,0.01
bus457,bus456,2023,dollar/MWh,0.01
bus456,bus457,2023,dollar/MWh,0.01
bus458,bus444,2023,dollar/MWh,0.01
bus444,bus458,2023,dollar/MWh,0.01
bus458,bus456,2023,dollar/MWh,0.01
bus456,bus458,2023,dollar/MWh,0.01
bus46,bus43,2023,dollar/MWh,0.01
bus43,bus46,2023,dollar/MWh,0.01
bus462,bus463,2023,dollar/MWh,0.01
bus463,bus462,2023,dollar/MWh,0.01
bus463,bus465,2023,dollar/MWh,0.01
bus465,bus463,2023,dollar/MWh,0.01
bus464,bus463,2023,dollar/MWh,0.01
bus463,bus464,2023,dollar/MWh,0.01
bus465,bus461,2023,dollar/MWh,0.01
bus461,bus465,2023,dollar/MWh,0.01
bus465,bus467,2023,dollar/MWh,0.01
bus467,bus465,2023,dollar/MWh,0.01
bus466,bus465,2023,dollar/MWh,0.01
bus465,bus466,2023,dollar/MWh,0.01
bus468,bus469,2023,dollar/MWh,0.01
bus469,bus468,2023,dollar/MWh,0.01
bus469,bus470,2023,dollar/MWh,0.01
bus470,bus469,2023,dollar/MWh,0.01
bus47,bus42,2023,dollar/MWh,0.01
bus42,bus47,2023,dollar/MWh,0.01
bus47,bus48,2023,dollar/MWh,0.01
bus48,bus47,2023,dollar/MWh,0.01
bus47,bus51,2023,dollar/MWh,0.01
bus51,bus47,2023,dollar/MWh,0.01
bus47,bus52,2023,dollar/MWh,0.01
bus52,bus47,2023,dollar/MWh,0.01
bus470,bus471,2023,dollar/MWh,0.01
bus471,bus470,2023,dollar/MWh,0.01
bus472,bus471,2023,dollar/MWh,0.01
bus471,bus472,2023,dollar/MWh,0.01
bus49,bus48,2023,dollar/MWh,0.01
bus48,bus49,2023,dollar/MWh,0.01
bus5,bus6,2023,dollar/MWh,0.01
bus6,bus5,2023,dollar/MWh,0.01
bus5,bus8,2023,dollar/MWh,0.01
bus8,bus5,2023,dollar/MWh,0.01
bus50,bus49,2023,dollar/MWh,0.01
bus49,bus50,2023,dollar/MWh,0.01
bus51,bus468,2023,dollar/MWh,0.01
bus468,bus51,2023,dollar/MWh,0.01
bus52,bus51,2023,dollar/MWh,0.01
bus51,bus52,2023,dollar/MWh,0.01
bus53,bus47,2023,dollar/MWh,0.01
bus47,bus53,2023,dollar/MWh,0.01
bus53,bus54,2023,dollar/MWh,0.01
bus54,bus53,2023,dollar/MWh,0.01
bus56,bus55,2023,dollar/MWh,0.01
bus55,bus56,2023,dollar/MWh,0.01
bus57,bus58,2023,dollar/MWh,0.01
bus58,bus57,2023,dollar/MWh,0.01
bus58,bus56,2023,dollar/MWh,0.01
bus56,bus58,2023,dollar/MWh,0.01
bus59,bus22,2023,dollar/MWh,0.01
bus22,bus59,2023,dollar/MWh,0.01
bus6,bus17,2023,dollar/MWh,0.01
bus17,bus6,2023,dollar/MWh,0.01
bus6,bus8,2023,dollar/MWh,0.01
bus8,bus6,2023,dollar/MWh,0.01
bus60,bus466,2023,dollar/MWh,0.01
bus466,bus60,2023,dollar/MWh,0.01
bus61,bus68,2023,dollar/MWh,0.01
bus68,bus61,2023,dollar/MWh,0.01
bus62,bus63,2023,dollar/MWh,0.01
bus63,bus62,2023,dollar/MWh,0.01
bus63,bus336,2023,dollar/MWh,0.01
bus336,bus63,2023,dollar/MWh,0.01
bus63,bus337,2023,dollar/MWh,0.01
bus337,bus63,2023,dollar/MWh,0.01
bus63,bus67,2023,dollar/MWh,0.01
bus67,bus63,2023,dollar/MWh,0.01
bus64,bus68,2023,dollar/MWh,0.01
bus68,bus64,2023,dollar/MWh,0.01
bus64,bus71,2023,dollar/MWh,0.01
bus71,bus64,2023,dollar/MWh,0.01
bus65,bus64,2023,dollar/MWh,0.01
bus64,bus65,2023,dollar/MWh,0.01
bus66,bus315,2023,dollar/MWh,0.01
bus315,bus66,2023,dollar/MWh,0.01
bus66,bus60,2023,dollar/MWh,0.01
bus60,bus66,2023,dollar/MWh,0.01
bus66,bus64,2023,dollar/MWh,0.01
bus64,bus66,2023,dollar/MWh,0.01
bus66,bus67,2023,dollar/MWh,0.01
bus67,bus66,2023,dollar/MWh,0.01
bus66,bus73,2023,dollar/MWh,0.01
bus73,bus66,2023,dollar/MWh,0.01
bus67,bus466,2023,dollar/MWh,0.01
bus466,bus67,2023,dollar/MWh,0.01
bus68,bus60,2023,dollar/MWh,0.01
bus60,bus68,2023,dollar/MWh,0.01
bus69,bus63,2023,dollar/MWh,0.01
bus63,bus69,2023,dollar/MWh,0.01
bus7,bus9,2023,dollar/MWh,0.01
bus9,bus7,2023,dollar/MWh,0.01
bus70,bus71,2023,dollar/MWh,0.01
bus71,bus70,2023,dollar/MWh,0.01
bus71,bus72,2023,dollar/MWh,0.01
bus72,bus71,2023,dollar/MWh,0.01
bus74,bus335,2023,dollar/MWh,0.01
bus335,bus74,2023,dollar/MWh,0.01
bus74,bus73,2023,dollar/MWh,0.01
bus73,bus74,2023,dollar/MWh,0.01
bus75,bus315,2023,dollar/MWh,0.01
bus315,bus75,2023,dollar/MWh,0.01
bus76,bus70,2023,dollar/MWh,0.01
bus70,bus76,2023,dollar/MWh,0.01
bus77,bus83,2023,dollar/MWh,0.01
bus83,bus77,2023,dollar/MWh,0.01
bus78,bus81,2023,dollar/MWh,0.01
bus81,bus78,2023,dollar/MWh,0.01
bus79,bus77,2023,dollar/MWh,0.01
bus77,bus79,2023,dollar/MWh,0.01
bus79,bus78,2023,dollar/MWh,0.01
bus78,bus79,2023,dollar/MWh,0.01
bus8,bus16,2023,dollar/MWh,0.01
bus16,bus8,2023,dollar/MWh,0.01
bus81,bus80,2023,dollar/MWh,0.01
bus80,bus81,2023,dollar/MWh,0.01
bus82,bus77,2023,dollar/MWh,0.01
bus77,bus82,2023,dollar/MWh,0.01
bus82,bus89,2023,dollar/MWh,0.01
bus89,bus82,2023,dollar/MWh,0.01
bus84,bus78,2023,dollar/MWh,0.01
bus78,bus84,2023,dollar/MWh,0.01
bus85,bus90,2023,dollar/MWh,0.01
bus90,bus85,2023,dollar/MWh,0.01
bus85,bus95,2023,dollar/MWh,0.01
bus95,bus85,2023,dollar/MWh,0.01
bus86,bus85,2023,dollar/MWh,0.01
bus85,bus86,2023,dollar/MWh,0.01
bus87,bus86,2023,dollar/MWh,0.01
bus86,bus87,2023,dollar/MWh,0.01
bus87,bus88,2023,dollar/MWh,0.01
bus88,bus87,2023,dollar/MWh,0.01
bus87,bus93,2023,dollar/MWh,0.01
bus93,bus87,2023,dollar/MWh,0.01
bus88,bus89,2023,dollar/MWh,0.01
bus89,bus88,2023,dollar/MWh,0.01
bus89,bus83,2023,dollar/MWh,0.01
bus83,bus89,2023,dollar/MWh,0.01
bus9,bus8,2023,dollar/MWh,0.01
bus8,bus9,2023,dollar/MWh,0.01
bus90,bus17,2023,dollar/MWh,0.01
bus17,bus90,2023,dollar/MWh,0.01
bus90,bus96,2023,dollar/MWh,0.01
bus96,bus90,2023,dollar/MWh,0.01
bus91,bus17,2023,dollar/MWh,0.01
bus17,bus91,2023,dollar/MWh,0.01
bus91,bus90,2023,dollar/MWh,0.01
bus90,bus91,2023,dollar/MWh,0.01
bus92,bus91,2023,dollar/MWh,0.01
bus91,bus92,2023,dollar/MWh,0.01
bus94,bus18,2023,dollar/MWh,0.01
