zone,tech,age,unit,value
Cambodia,HPS,14,MW,0.0
Cambodia,HPS,15,MW,0.0
Cambodia,HPS,16,MW,0.0
Cambodia,HPS,17,MW,0.0
Cambodia,HPS,18,MW,0.0
Cambodia,HPS,19,MW,0.0
Cambodia,HPS,20,MW,0.0
Cambodia,HPS,21,MW,0.0
Cambodia,HPS,22,MW,0.0
Cambodia,HPS,23,MW,0.0
Cambodia,HPS,24,MW,0.0
Cambodia,HPS,25,MW,0.0
Cambodia,HPS,26,MW,0.0
Cambodia,HPS,27,MW,0.0
Cambodia,HPS,28,MW,0.0
Cambodia,HPS,29,MW,0.0
Cambodia,HPS,30,MW,0.0
Cambodia,HPS,31,MW,0.0
Cambodia,HPS,32,MW,0.0
Cambodia,HPS,33,MW,0.0
Cambodia,HPS,34,MW,0.0
Cambodia,HPS,35,MW,0.0
Cambodia,HPS,36,MW,0.0
Cambodia,HPS,37,MW,0.0
Cambodia,HPS,38,MW,0.0
Cambodia,HPS,39,MW,0.0
Cambodia,HPS,40,MW,0.0
Cambodia,HPS,41,MW,0.0
Cambodia,HPS,42,MW,0.0
Cambodia,HPS,43,MW,0.0
Cambodia,HPS,44,MW,0.0
Cambodia,HPS,45,MW,0.0
Cambodia,HPS,46,MW,0.0
Cambodia,HPS,47,MW,0.0
Cambodia,HPS,48,MW,0.0
Cambodia,HPS,49,MW,0.0
Cambodia,HPS,50,MW,0.0
Cambodia,HPS,51,MW,0.0
Cambodia,HPS,52,MW,0.0
Cambodia,HPS,53,MW,0.0
Cambodia,HPS,54,MW,0.0
Cambodia,HPS,55,MW,0.0
Cambodia,HPS,56,MW,0.0
Cambodia,HPS,57,MW,0.0
Cambodia,HPS,58,MW,0.0
Cambodia,HPS,59,MW,0.0
Cambodia,HPS,60,MW,0.0
Cambodia,HPS,61,MW,0.0
Cambodia,HPS,62,MW,0.0
Cambodia,HPS,63,MW,0.0
Cambodia,HPS,64,MW,0.0
Cambodia,HPS,65,MW,0.0
Cambodia,HPS,66,MW,0.0
Cambodia,HPS,67,MW,0.0
Cambodia,HPS,68,MW,0.0
Cambodia,HPS,69,MW,0.0
Cambodia,HPS,70,MW,0.0
Cambodia,HPS,71,MW,0.0
Cambodia,HPS,72,MW,0.0
Cambodia,HPS,73,MW,0.0
Cambodia,HPS,74,MW,0.0
Cambodia,HPS,75,MW,0.0
Cambodia,HPS,76,MW,0.0
Cambodia,HPS,77,MW,0.0
Cambodia,HPS,78,MW,0.0
Cambodia,HPS,79,MW,0.0
Cambodia,HPS,80,MW,0.0
Cambodia,HPS,81,MW,0.0
Cambodia,HPS,82,MW,0.0
Cambodia,HPS,83,MW,0.0
Cambodia,HPS,84,MW,0.0
Cambodia,HPS,85,MW,0.0
Cambodia,HPS,86,MW,0.0
Cambodia,HPS,87,MW,0.0
Cambodia,HPS,88,MW,0.0
Cambodia,HPS,89,MW,0.0
Cambodia,HPS,90,MW,0.0
Cambodia,HPS,91,MW,0.0
Cambodia,HPS,92,MW,0.0
Cambodia,HPS,93,MW,0.0
Cambodia,HPS,94,MW,0.0
Cambodia,HPS,95,MW,0.0
Cambodia,HPS,96,MW,0.0
Cambodia,HPS,97,MW,0.0
Cambodia,HPS,98,MW,0.0
Cambodia,HPS,99,MW,0.0
Cambodia,Li-ion,0,MW,0.0
Cambodia,Li-ion,1,MW,0.0
Cambodia,Li-ion,2,MW,0.0
Cambodia,Li-ion,3,MW,0.0
Cambodia,Li-ion,4,MW,0.0
Cambodia,Li-ion,5,MW,0.0
Cambodia,Li-ion,6,MW,0.0
Cambodia,Li-ion,7,MW,0.0
Cambodia,Li-ion,8,MW,0.0
Cambodia,Li-ion,9,MW,0.0
Cambodia,Li-ion,10,MW,0.0
Cambodia,Li-ion,11,MW,0.0
Cambodia,Li-ion,12,MW,0.0
Cambodia,Li-ion,13,MW,0.0
Cambodia,Li-ion,14,MW,0.0
Cambodia,Li-ion,15,MW,0.0
Cambodia,Li-ion,16,MW,0.0
Cambodia,Li-ion,17,MW,0.0
Cambodia,Li-ion,18,MW,0.0
Cambodia,Li-ion,19,MW,0.0
Cambodia,Li-ion,20,MW,0.0
Cambodia,Li-ion,21,MW,0.0
Cambodia,Li-ion,22,MW,0.0
Cambodia,Li-ion,23,MW,0.0
Cambodia,Li-ion,24,MW,0.0
Cambodia,Li-ion,25,MW,0.0
Cambodia,Li-ion,26,MW,0.0
Cambodia,Li-ion,27,MW,0.0
Cambodia,Li-ion,28,MW,0.0
Cambodia,Li-ion,29,MW,0.0
Cambodia,Li-ion,30,MW,0.0
Cambodia,Li-ion,31,MW,0.0
Cambodia,Li-ion,32,MW,0.0
Cambodia,Li-ion,33,MW,0.0
Cambodia,Li-ion,34,MW,0.0
Cambodia,Li-ion,35,MW,0.0
Cambodia,Li-ion,36,MW,0.0
Cambodia,Li-ion,37,MW,0.0
Cambodia,Li-ion,38,MW,0.0
Cambodia,Li-ion,39,MW,0.0
Cambodia,Li-ion,40,MW,0.0
Cambodia,Li-ion,41,MW,0.0
Cambodia,Li-ion,42,MW,0.0
Cambodia,Li-ion,43,MW,0.0
Cambodia,Li-ion,44,MW,0.0
Cambodia,Li-ion,45,MW,0.0
Cambodia,Li-ion,46,MW,0.0
Cambodia,Li-ion,47,MW,0.0
Cambodia,Li-ion,48,MW,0.0
Cambodia,Li-ion,49,MW,0.0
Cambodia,Li-ion,50,MW,0.0
Cambodia,Li-ion,51,MW,0.0
Cambodia,Li-ion,52,MW,0.0
Cambodia,Li-ion,53,MW,0.0
Cambodia,Li-ion,54,MW,0.0
Cambodia,Li-ion,55,MW,0.0
Cambodia,Li-ion,56,MW,0.0
Cambodia,Li-ion,57,MW,0.0
Cambodia,Li-ion,58,MW,0.0
Cambodia,Li-ion,59,MW,0.0
Cambodia,Li-ion,60,MW,0.0
Cambodia,Li-ion,61,MW,0.0
Cambodia,Li-ion,62,MW,0.0
Cambodia,Li-ion,63,MW,0.0
Cambodia,Li-ion,64,MW,0.0
Cambodia,Li-ion,65,MW,0.0
Cambodia,Li-ion,66,MW,0.0
Cambodia,Li-ion,67,MW,0.0
Cambodia,Li-ion,68,MW,0.0
Cambodia,Li-ion,69,MW,0.0
Cambodia,Li-ion,70,MW,0.0
Cambodia,Li-ion,71,MW,0.0
Cambodia,Li-ion,72,MW,0.0
Cambodia,Li-ion,73,MW,0.0
Cambodia,Li-ion,74,MW,0.0
Cambodia,Li-ion,75,MW,0.0
Cambodia,Li-ion,76,MW,0.0
Cambodia,Li-ion,77,MW,0.0
Cambodia,Li-ion,78,MW,0.0
Cambodia,Li-ion,79,MW,0.0
Cambodia,Li-ion,80,MW,0.0
Cambodia,Li-ion,81,MW,0.0
Cambodia,Li-ion,82,MW,0.0
Cambodia,Li-ion,83,MW,0.0
Cambodia,Li-ion,84,MW,0.0
Cambodia,Li-ion,85,MW,0.0
Cambodia,Li-ion,86,MW,0.0
Cambodia,Li-ion,87,MW,0.0
Cambodia,Li-ion,88,MW,0.0
Cambodia,Li-ion,89,MW,0.0
Cambodia,Li-ion,90,MW,0.0
Cambodia,Li-ion,91,MW,0.0
Cambodia,Li-ion,92,MW,0.0
Cambodia,Li-ion,93,MW,0.0
Cambodia,Li-ion,94,MW,0.0
Cambodia,Li-ion,95,MW,0.0
Cambodia,Li-ion,96,MW,0.0
Cambodia,Li-ion,97,MW,0.0
Cambodia,Li-ion,98,MW,0.0
Cambodia,Li-ion,99,MW,0.0
Laos,Coal,0,MW,1978.0
Laos,Coal,1,MW,0.0
Laos,Coal,2,MW,0.0
Laos,Coal,3,MW,0.0
Laos,Coal,4,MW,0.0
Laos,Coal,5,MW,0.0
Laos,Coal,6,MW,0.0
Laos,Coal,7,MW,0.0
Laos,Coal,8,MW,0.0
Laos,Coal,9,MW,0.0
Laos,Coal,10,MW,0.0
Laos,Coal,11,MW,0.0
Laos,Coal,12,MW,0.0
Laos,Coal,13,MW,0.0
Laos,Coal,14,MW,0.0
Laos,Coal,15,MW,0.0
Laos,Coal,16,MW,0.0
Laos,Coal,17,MW,0.0
Laos,Coal,18,MW,0.0
Laos,Coal,19,MW,0.0
Laos,Coal,20,MW,0.0
Laos,Coal,21,MW,0.0
Laos,Coal,22,MW,0.0
Laos,Coal,23,MW,0.0
Laos,Coal,24,MW,0.0
Laos,Coal,25,MW,0.0
Laos,Coal,26,MW,0.0
Laos,Coal,27,MW,0.0
Laos,Coal,28,MW,0.0
Laos,Coal,29,MW,0.0
Laos,Coal,30,MW,0.0
Laos,Coal,31,MW,0.0
Laos,Coal,32,MW,0.0
Laos,Coal,33,MW,0.0
Laos,Coal,34,MW,0.0
Laos,Coal,35,MW,0.0
Laos,Coal,36,MW,0.0
Laos,Coal,37,MW,0.0
Laos,Coal,38,MW,0.0
Laos,Coal,39,MW,0.0
Laos,Coal,40,MW,0.0
Laos,Coal,41,MW,0.0
Laos,Coal,42,MW,0.0
Laos,Coal,43,MW,0.0
Laos,Coal,44,MW,0.0
Laos,Coal,45,MW,0.0
Laos,Coal,46,MW,0.0
Laos,Coal,47,MW,0.0
Laos,Coal,48,MW,0.0
Laos,Coal,49,MW,0.0
Laos,Coal,50,MW,0.0
Laos,Coal,51,MW,0.0
Laos,Coal,52,MW,0.0
Laos,Coal,53,MW,0.0
Laos,Coal,54,MW,0.0
Laos,Coal,55,MW,0.0
Laos,Coal,56,MW,0.0
Laos,Coal,57,MW,0.0
Laos,Coal,58,MW,0.0
Laos,Coal,59,MW,0.0
Laos,Coal,60,MW,0.0
Laos,Coal,61,MW,0.0
Laos,Coal,62,MW,0.0
Laos,Coal,63,MW,0.0
Laos,Coal,64,MW,0.0
Laos,Coal,65,MW,0.0
Laos,Coal,66,MW,0.0
Laos,Coal,67,MW,0.0
Laos,Coal,68,MW,0.0
Laos,Coal,69,MW,0.0
Laos,Coal,70,MW,0.0
Laos,Coal,71,MW,0.0
Laos,Coal,72,MW,0.0
Laos,Coal,73,MW,0.0
Laos,Coal,74,MW,0.0
Laos,Coal,75,MW,0.0
Laos,Coal,76,MW,0.0
Laos,Coal,77,MW,0.0
Laos,Coal,78,MW,0.0
Laos,Coal,79,MW,0.0
Laos,Coal,80,MW,0.0
Laos,Coal,81,MW,0.0
Laos,Coal,82,MW,0.0
Laos,Coal,83,MW,0.0
Laos,Coal,84,MW,0.0
Laos,Coal,85,MW,0.0
Laos,Coal,86,MW,0.0
Laos,Coal,87,MW,0.0
Laos,Coal,88,MW,0.0
Laos,Coal,89,MW,0.0
Laos,Coal,90,MW,0.0
Laos,Coal,91,MW,0.0
Laos,Coal,92,MW,0.0
Laos,Coal,93,MW,0.0
Laos,Coal,94,MW,0.0
Laos,Coal,95,MW,0.0
Laos,Coal,96,MW,0.0
Laos,Coal,97,MW,0.0
Laos,Coal,98,MW,0.0
Laos,Coal,99,MW,0.0
Laos,Oil,0,MW,0.0
Laos,Oil,1,MW,0.0
Laos,Oil,2,MW,0.0
Laos,Oil,3,MW,0.0
Laos,Oil,4,MW,0.0
Laos,Oil,5,MW,0.0
Laos,Oil,6,MW,0.0
Laos,Oil,7,MW,0.0
Laos,Oil,8,MW,0.0
Laos,Oil,9,MW,0.0
Laos,Oil,10,MW,0.0
Laos,Oil,11,MW,0.0
Laos,Oil,12,MW,0.0
Laos,Oil,13,MW,0.0
Laos,Oil,14,MW,0.0
Laos,Oil,15,MW,0.0
Laos,Oil,16,MW,0.0
Laos,Oil,17,MW,0.0
Laos,Oil,18,MW,0.0
Laos,Oil,19,MW,0.0
Laos,Oil,20,MW,0.0
Laos,Oil,21,MW,0.0
Laos,Oil,22,MW,0.0
Laos,Oil,23,MW,0.0
Laos,Oil,24,MW,0.0
Laos,Oil,25,MW,0.0
Laos,Oil,26,MW,0.0
Laos,Oil,27,MW,0.0
Laos,Oil,28,MW,0.0
Laos,Oil,29,MW,0.0
Laos,Oil,30,MW,0.0
Laos,Oil,31,MW,0.0
Laos,Oil,32,MW,0.0
Laos,Oil,33,MW,0.0
Laos,Oil,34,MW,0.0
Laos,Oil,35,MW,0.0
Laos,Oil,36,MW,0.0
Laos,Oil,37,MW,0.0
Laos,Oil,38,MW,0.0
Laos,Oil,39,MW,0.0
Laos,Oil,40,MW,0.0
Laos,Oil,41,MW,0.0
Laos,Oil,42,MW,0.0
Laos,Oil,43,MW,0.0
Laos,Oil,44,MW,0.0
Laos,Oil,45,MW,0.0
Laos,Oil,46,MW,0.0
Laos,Oil,47,MW,0.0
Laos,Oil,48,MW,0.0
Laos,Oil,49,MW,0.0
Laos,Oil,50,MW,0.0
Laos,Oil,51,MW,0.0
Laos,Oil,52,MW,0.0
Laos,Oil,53,MW,0.0
Laos,Oil,54,MW,0.0
Laos,Oil,55,MW,0.0
Laos,Oil,56,MW,0.0
Laos,Oil,57,MW,0.0
Laos,Oil,58,MW,0.0
Laos,Oil,59,MW,0.0
Laos,Oil,60,MW,0.0
Laos,Oil,61,MW,0.0
Laos,Oil,62,MW,0.0
Laos,Oil,63,MW,0.0
Laos,Oil,64,MW,0.0
Laos,Oil,65,MW,0.0
Laos,Oil,66,MW,0.0
Laos,Oil,67,MW,0.0
Laos,Oil,68,MW,0.0
Laos,Oil,69,MW,0.0
Laos,Oil,70,MW,0.0
Laos,Oil,71,MW,0.0
Laos,Oil,72,MW,0.0
Laos,Oil,73,MW,0.0
Laos,Oil,74,MW,0.0
Laos,Oil,75,MW,0.0
Laos,Oil,76,MW,0.0
Laos,Oil,77,MW,0.0
Laos,Oil,78,MW,0.0
Laos,Oil,79,MW,0.0
Laos,Oil,80,MW,0.0
Laos,Oil,81,MW,0.0
Laos,Oil,82,MW,0.0
Laos,Oil,83,MW,0.0
Laos,Oil,84,MW,0.0
Laos,Oil,85,MW,0.0
Laos,Oil,86,MW,0.0
Laos,Oil,87,MW,0.0
Laos,Oil,88,MW,0.0
Laos,Oil,89,MW,0.0
Laos,Oil,90,MW,0.0
Laos,Oil,91,MW,0.0
Laos,Oil,92,MW,0.0
Laos,Oil,93,MW,0.0
Laos,Oil,94,MW,0.0
Laos,Oil,95,MW,0.0
Laos,Oil,96,MW,0.0
Laos,Oil,97,MW,0.0
Laos,Oil,98,MW,0.0
Laos,Oil,99,MW,0.0
Laos,Gas,0,MW,0.0
Laos,Gas,1,MW,0.0
Laos,Gas,2,MW,0.0
Laos,Gas,3,MW,0.0
Laos,Gas,4,MW,0.0
Laos,Gas,5,MW,0.0
Laos,Gas,6,MW,0.0
Laos,Gas,7,MW,0.0
Laos,Gas,8,MW,0.0
Laos,Gas,9,MW,0.0
Laos,Gas,10,MW,0.0
Laos,Gas,11,MW,0.0
Laos,Gas,12,MW,0.0
Laos,Gas,13,MW,0.0
Laos,Gas,14,MW,0.0
Laos,Gas,15,MW,0.0
Laos,Gas,16,MW,0.0
Laos,Gas,17,MW,0.0
Laos,Gas,18,MW,0.0
Laos,Gas,19,MW,0.0
Laos,Gas,20,MW,0.0
Laos,Gas,21,MW,0.0
Laos,Gas,22,MW,0.0
Laos,Gas,23,MW,0.0
Laos,Gas,24,MW,0.0
Laos,Gas,25,MW,0.0
Laos,Gas,26,MW,0.0
Laos,Gas,27,MW,0.0
Laos,Gas,28,MW,0.0
Laos,Gas,29,MW,0.0
Laos,Gas,30,MW,0.0
Laos,Gas,31,MW,0.0
Laos,Gas,32,MW,0.0
Laos,Gas,33,MW,0.0
Laos,Gas,34,MW,0.0
Laos,Gas,35,MW,0.0
Laos,Gas,36,MW,0.0
Laos,Gas,37,MW,0.0
Laos,Gas,38,MW,0.0
Laos,Gas,39,MW,0.0
Laos,Gas,40,MW,0.0
Laos,Gas,41,MW,0.0
Laos,Gas,42,MW,0.0
Laos,Gas,43,MW,0.0
Laos,Gas,44,MW,0.0
Laos,Gas,45,MW,0.0
Laos,Gas,46,MW,0.0
Laos,Gas,47,MW,0.0
Laos,Gas,48,MW,0.0
Laos,Gas,49,MW,0.0
Laos,Gas,50,MW,0.0
Laos,Gas,51,MW,0.0
Laos,Gas,52,MW,0.0
Laos,Gas,53,MW,0.0
Laos,Gas,54,MW,0.0
Laos,Gas,55,MW,0.0
Laos,Gas,56,MW,0.0
Laos,Gas,57,MW,0.0
Laos,Gas,58,MW,0.0
Laos,Gas,59,MW,0.0
Laos,Gas,60,MW,0.0
Laos,Gas,61,MW,0.0
Laos,Gas,62,MW,0.0
Laos,Gas,63,MW,0.0
Laos,Gas,64,MW,0.0
Laos,Gas,65,MW,0.0
Laos,Gas,66,MW,0.0
Laos,Gas,67,MW,0.0
Laos,Gas,68,MW,0.0
Laos,Gas,69,MW,0.0
Laos,Gas,70,MW,0.0
Laos,Gas,71,MW,0.0
Laos,Gas,72,MW,0.0
Laos,Gas,73,MW,0.0
Laos,Gas,74,MW,0.0
Laos,Gas,75,MW,0.0
Laos,Gas,76,MW,0.0
Laos,Gas,77,MW,0.0
Laos,Gas,78,MW,0.0
Laos,Gas,79,MW,0.0
Laos,Gas,80,MW,0.0
Laos,Gas,81,MW,0.0
Laos,Gas,82,MW,0.0
Laos,Gas,83,MW,0.0
Laos,Gas,84,MW,0.0
Laos,Gas,85,MW,0.0
Laos,Gas,86,MW,0.0
Laos,Gas,87,MW,0.0
Laos,Gas,88,MW,0.0
Laos,Gas,89,MW,0.0
Laos,Gas,90,MW,0.0
Laos,Gas,91,MW,0.0
Laos,Gas,92,MW,0.0
Laos,Gas,93,MW,0.0
Laos,Gas,94,MW,0.0
Laos,Gas,95,MW,0.0
Laos,Gas,96,MW,0.0
Laos,Gas,97,MW,0.0
Laos,Gas,98,MW,0.0
Laos,Gas,99,MW,0.0
Laos,Hydro,0,MW,7295.3
Laos,Hydro,1,MW,0.0
Laos,Hydro,2,MW,0.0
Laos,Hydro,3,MW,0.0
Laos,Hydro,4,MW,0.0
Laos,Hydro,5,MW,0.0
Laos,Hydro,6,MW,0.0
Laos,Hydro,7,MW,0.0
Laos,Hydro,8,MW,0.0
Laos,Hydro,9,MW,0.0
Laos,Hydro,10,MW,0.0
Laos,Hydro,11,MW,0.0
Laos,Hydro,12,MW,0.0
Laos,Hydro,13,MW,0.0
Laos,Hydro,14,MW,0.0
Laos,Hydro,15,MW,0.0
Laos,Hydro,16,MW,0.0
Laos,Hydro,17,MW,0.0
Laos,Hydro,18,MW,0.0
Laos,Hydro,19,MW,0.0
Laos,Hydro,20,MW,0.0
Laos,Hydro,21,MW,0.0
Laos,Hydro,22,MW,0.0
Laos,Hydro,23,MW,0.0
Laos,Hydro,24,MW,0.0
Laos,Hydro,25,MW,0.0
Laos,Hydro,26,MW,0.0
Laos,Hydro,27,MW,0.0
Laos,Hydro,28,MW,0.0
Laos,Hydro,29,MW,0.0
Laos,Hydro,30,MW,0.0
Laos,Hydro,31,MW,0.0
Laos,Hydro,32,MW,0.0
Laos,Hydro,33,MW,0.0
Laos,Hydro,34,MW,0.0
Laos,Hydro,35,MW,0.0
Laos,Hydro,36,MW,0.0
Laos,Hydro,37,MW,0.0
Laos,Hydro,38,MW,0.0
Laos,Hydro,39,MW,0.0
Laos,Hydro,40,MW,0.0
Laos,Hydro,41,MW,0.0
Laos,Hydro,42,MW,0.0
Laos,Hydro,43,MW,0.0
Laos,Hydro,44,MW,0.0
Laos,Hydro,45,MW,0.0
Laos,Hydro,46,MW,0.0
Laos,Hydro,47,MW,0.0
Laos,Hydro,48,MW,0.0
Laos,Hydro,49,MW,0.0
Laos,Hydro,50,MW,0.0
Laos,Hydro,51,MW,0.0
Laos,Hydro,52,MW,0.0
Laos,Hydro,53,MW,0.0
Laos,Hydro,54,MW,0.0
Laos,Hydro,55,MW,0.0
Laos,Hydro,56,MW,0.0
Laos,Hydro,57,MW,0.0
Laos,Hydro,58,MW,0.0
Laos,Hydro,59,MW,0.0
Laos,Hydro,60,MW,0.0
Laos,Hydro,61,MW,0.0
Laos,Hydro,62,MW,0.0
Laos,Hydro,63,MW,0.0
Laos,Hydro,64,MW,0.0
Laos,Hydro,65,MW,0.0
Laos,Hydro,66,MW,0.0
Laos,Hydro,67,MW,0.0
Laos,Hydro,68,MW,0.0
Laos,Hydro,69,MW,0.0
Laos,Hydro,70,MW,0.0
Laos,Hydro,71,MW,0.0
Laos,Hydro,72,MW,0.0
Laos,Hydro,73,MW,0.0
Laos,Hydro,74,MW,0.0
Laos,Hydro,75,MW,0.0
Laos,Hydro,76,MW,0.0
Laos,Hydro,77,MW,0.0
Laos,Hydro,78,MW,0.0
Laos,Hydro,79,MW,0.0
Laos,Hydro,80,MW,0.0
Laos,Hydro,81,MW,0.0
Laos,Hydro,82,MW,0.0
Laos,Hydro,83,MW,0.0
Laos,Hydro,84,MW,0.0
Laos,Hydro,85,MW,0.0
Laos,Hydro,86,MW,0.0
Laos,Hydro,87,MW,0.0
Laos,Hydro,88,MW,0.0
Laos,Hydro,89,MW,0.0
Laos,Hydro,90,MW,0.0
Laos,Hydro,91,MW,0.0
Laos,Hydro,92,MW,0.0
Laos,Hydro,93,MW,0.0
Laos,Hydro,94,MW,0.0
Laos,Hydro,95,MW,0.0
Laos,Hydro,96,MW,0.0
Laos,Hydro,97,MW,0.0
Laos,Hydro,98,MW,0.0
Laos,Hydro,99,MW,0.0
Laos,Solar,0,MW,0.0
Laos,Solar,1,MW,0.0
Laos,Solar,2,MW,0.0
Laos,Solar,3,MW,0.0
Laos,Solar,4,MW,0.0
Laos,Solar,5,MW,0.0
Laos,Solar,6,MW,0.0
Laos,Solar,7,MW,0.0
Laos,Solar,8,MW,0.0
Laos,Solar,9,MW,0.0
Laos,Solar,10,MW,0.0
Laos,Solar,11,MW,0.0
Laos,Solar,12,MW,0.0
Laos,Solar,13,MW,0.0
Laos,Solar,14,MW,0.0
Laos,Solar,15,MW,0.0
Laos,Solar,16,MW,0.0
Laos,Solar,17,MW,0.0
Laos,Solar,18,MW,0.0
Laos,Solar,19,MW,0.0
Laos,Solar,20,MW,0.0
Laos,Solar,21,MW,0.0
Laos,Solar,22,MW,0.0
Laos,Solar,23,MW,0.0
Laos,Solar,24,MW,0.0
Laos,Solar,25,MW,0.0
Laos,Solar,26,MW,0.0
Laos,Solar,27,MW,0.0
Laos,Solar,28,MW,0.0
Laos,Solar,29,MW,0.0
Laos,Solar,30,MW,0.0
Laos,Solar,31,MW,0.0
Laos,Solar,32,MW,0.0
Laos,Solar,33,MW,0.0
Laos,Solar,34,MW,0.0
Laos,Solar,35,MW,0.0
Laos,Solar,36,MW,0.0
Laos,Solar,37,MW,0.0
Laos,Solar,38,MW,0.0
Laos,Solar,39,MW,0.0
Laos,Solar,40,MW,0.0
Laos,Solar,41,MW,0.0
Laos,Solar,42,MW,0.0
Laos,Solar,43,MW,0.0
Laos,Solar,44,MW,0.0
Laos,Solar,45,MW,0.0
Laos,Solar,46,MW,0.0
Laos,Solar,47,MW,0.0
Laos,Solar,48,MW,0.0
Laos,Solar,49,MW,0.0
Laos,Solar,50,MW,0.0
Laos,Solar,51,MW,0.0
Laos,Solar,52,MW,0.0
Laos,Solar,53,MW,0.0
Laos,Solar,54,MW,0.0
Laos,Solar,55,MW,0.0
Laos,Solar,56,MW,0.0
Laos,Solar,57,MW,0.0
Laos,Solar,58,MW,0.0
Laos,Solar,59,MW,0.0
Laos,Solar,60,MW,0.0
Laos,Solar,61,MW,0.0
Laos,Solar,62,MW,0.0
Laos,Solar,63,MW,0.0
Laos,Solar,64,MW,0.0
Laos,Solar,65,MW,0.0
Laos,Solar,66,MW,0.0
Laos,Solar,67,MW,0.0
Laos,Solar,68,MW,0.0
Laos,Solar,69,MW,0.0
Laos,Solar,70,MW,0.0
Laos,Solar,71,MW,0.0
Laos,Solar,72,MW,0.0
Laos,Solar,73,MW,0.0
Laos,Solar,74,MW,0.0
Laos,Solar,75,MW,0.0
Laos,Solar,76,MW,0.0
Laos,Solar,77,MW,0.0
Laos,Solar,78,MW,0.0
Laos,Solar,79,MW,0.0
Laos,Solar,80,MW,0.0
Laos,Solar,81,MW,0.0
Laos,Solar,82,MW,0.0
Laos,Solar,83,MW,0.0
Laos,Solar,84,MW,0.0
Laos,Solar,85,MW,0.0
Laos,Solar,86,MW,0.0
Laos,Solar,87,MW,0.0
Laos,Solar,88,MW,0.0
Laos,Solar,89,MW,0.0
Laos,Solar,90,MW,0.0
Laos,Solar,91,MW,0.0
Laos,Solar,92,MW,0.0
Laos,Solar,93,MW,0.0
Laos,Solar,94,MW,0.0
Laos,Solar,95,MW,0.0
Laos,Solar,96,MW,0.0
Laos,Solar,97,MW,0.0
Laos,Solar,98,MW,0.0
Laos,Solar,99,MW,0.0
Laos,Wind,0,MW,0.0
Laos,Wind,1,MW,0.0
Laos,Wind,2,MW,0.0
Laos,Wind,3,MW,0.0
Laos,Wind,4,MW,0.0
Laos,Wind,5,MW,0.0
Laos,Wind,6,MW,0.0
Laos,Wind,7,MW,0.0
Laos,Wind,8,MW,0.0
Laos,Wind,9,MW,0.0
Laos,Wind,10,MW,0.0
Laos,Wind,11,MW,0.0
Laos,Wind,12,MW,0.0
Laos,Wind,13,MW,0.0
Laos,Wind,14,MW,0.0
Laos,Wind,15,MW,0.0
Laos,Wind,16,MW,0.0
Laos,Wind,17,MW,0.0
Laos,Wind,18,MW,0.0
Laos,Wind,19,MW,0.0
Laos,Wind,20,MW,0.0
Laos,Wind,21,MW,0.0
Laos,Wind,22,MW,0.0
Laos,Wind,23,MW,0.0
Laos,Wind,24,MW,0.0
Laos,Wind,25,MW,0.0
Laos,Wind,26,MW,0.0
Laos,Wind,27,MW,0.0
Laos,Wind,28,MW,0.0
Laos,Wind,29,MW,0.0
Laos,Wind,30,MW,0.0
Laos,Wind,31,MW,0.0
Laos,Wind,32,MW,0.0
Laos,Wind,33,MW,0.0
Laos,Wind,34,MW,0.0
Laos,Wind,35,MW,0.0
Laos,Wind,36,MW,0.0
Laos,Wind,37,MW,0.0
Laos,Wind,38,MW,0.0
Laos,Wind,39,MW,0.0
Laos,Wind,40,MW,0.0
Laos,Wind,41,MW,0.0
Laos,Wind,42,MW,0.0
Laos,Wind,43,MW,0.0
Laos,Wind,44,MW,0.0
Laos,Wind,45,MW,0.0
Laos,Wind,46,MW,0.0
Laos,Wind,47,MW,0.0
Laos,Wind,48,MW,0.0
Laos,Wind,49,MW,0.0
Laos,Wind,50,MW,0.0
Laos,Wind,51,MW,0.0
Laos,Wind,52,MW,0.0
Laos,Wind,53,MW,0.0
Laos,Wind,54,MW,0.0
Laos,Wind,55,MW,0.0
Laos,Wind,56,MW,0.0
Laos,Wind,57,MW,0.0
Laos,Wind,58,MW,0.0
Laos,Wind,59,MW,0.0
Laos,Wind,60,MW,0.0
Laos,Wind,61,MW,0.0
Laos,Wind,62,MW,0.0
Laos,Wind,63,MW,0.0
Laos,Wind,64,MW,0.0
Laos,Wind,65,MW,0.0
Laos,Wind,66,MW,0.0
Laos,Wind,67,MW,0.0
Laos,Wind,68,MW,0.0
Laos,Wind,69,MW,0.0
Laos,Wind,70,MW,0.0
Laos,Wind,71,MW,0.0
Laos,Wind,72,MW,0.0
Laos,Wind,73,MW,0.0
Laos,Wind,74,MW,0.0
Laos,Wind,75,MW,0.0
Laos,Wind,76,MW,0.0
Laos,Wind,77,MW,0.0
Laos,Wind,78,MW,0.0
Laos,Wind,79,MW,0.0
Laos,Wind,80,MW,0.0
Laos,Wind,81,MW,0.0
Laos,Wind,82,MW,0.0
Laos,Wind,83,MW,0.0
Laos,Wind,84,MW,0.0
Laos,Wind,85,MW,0.0
Laos,Wind,86,MW,0.0
Laos,Wind,87,MW,0.0
Laos,Wind,88,MW,0.0
Laos,Wind,89,MW,0.0
Laos,Wind,90,MW,0.0
Laos,Wind,91,MW,0.0
Laos,Wind,92,MW,0.0
Laos,Wind,93,MW,0.0
Laos,Wind,94,MW,0.0
Laos,Wind,95,MW,0.0
Laos,Wind,96,MW,0.0
